Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.15280,scaffold10883,0,A,727,215,2,1,0,0,0.600201119288898
Msex2.15281,scaffold10905,17,A,304.666666666667,82.3333333333333,6,4,0,0,0.598426625788466
Msex2.15282,scaffold10887,11,A,433,95,9,10,1,1,0.340772562766224
Msex2.15283,scaffold10960,13,A,198.666666666667,53.3333333333333,0,0,0,0,0.538739065803783
Msex2.15284,scaffold10973,0,A,328,92,0,9,0,0,0.639195870269794
Msex2.15285,scaffold11057,13,A,613.666666666667,163.333333333333,19,7,0,0,0.324339730582914
Msex2.15286,scaffold11064,0,A,39,15,3,0,0,0,0
Msex2.15287,scaffold11089,3,A,168,45,2,3,0,0,0.712566919269512
Msex2.15288,scaffold11119,15,A,342,102,10,5,0,1,0.232314806735887
Msex2.15289,scaffold11147,0,A,177.666666666667,68.3333333333333,5,0,0,0,0.43535274382868
Msex2.15290,scaffold11212,0,A,233.333333333333,78.6666666666667,1,2,0,0,0.77170143360648
Msex2.15290,scaffold11212,0,A,233.333333333333,78.6666666666667,1,2,0,0,0.77170143360648
Msex2.15290,scaffold11212,0,A,233.333333333333,78.6666666666667,1,2,0,0,0.77170143360648
Msex2.15291,scaffold11188,0,A,204,72,3,2,0,0,0.553541537886094
Msex2.15292,scaffold11228,0,A,166.666666666667,49.3333333333333,0,2,0,0,0.57824000740058
Msex2.15293,scaffold11259,15,A,265.666666666667,76.3333333333333,0,10,0,0,0.36048840549447
Msex2.15294,scaffold11227,0,A,261.666666666667,95.3333333333333,4,4,0,0,0.585089141004862
Msex2.15295,scaffold11261,0,A,278,88,0,0,0,0,0.514532371760267
Msex2.15296,scaffold05588,0,A,166.666666666667,58.3333333333333,1,3,0,0,0.319907294430504
Msex2.15297,scaffold11290,0,A,290.333333333333,90.6666666666666,2,0,1,0,0.416222663405957
Msex2.15298,scaffold11302,0,A,504.333333333333,167.666666666667,10,1,0,0,0.448480900789011
Msex2.15299,scaffold11334,25,A,475.333333333333,124.666666666667,9,12,1,0,0.669770094105631
Msex2.15300,scaffold11350,0,A,348,90,2,2,0,0,0.723679160279324
Msex2.15301,scaffold11355,0,A,174.666666666667,50.3333333333333,1,4,0,0,0.0184251987703531
Msex2.15302,scaffold11394,0,A,149,37,1,1,0,0,NA
Msex2.15303,scaffold11450,26,A,175.333333333333,52.6666666666667,0,0,0,0,0.544406394398387
Msex2.15304,scaffold11442,0,A,151.666666666667,52.3333333333333,0,6,0,0,NA
Msex2.15305,scaffold11476,0,A,475,137,10,10,1,1,1
Msex2.15306,scaffold11486,0,A,529.333333333333,190.666666666667,1,3,0,1,0.572755182579189
Msex2.15307,scaffold11527,0,A,98.3333333333333,39.6666666666667,0,0,0,0,0.0167662936179702
Msex2.15308,scaffold11547,0,A,254.666666666667,72.3333333333333,7,0,0,0,0.749686275656898
Msex2.15309,scaffold11566,0,A,94.6666666666667,28.3333333333333,0,1,0,0,0.723629359245864
Msex2.15310,scaffold11538,13,A,154.666666666667,46.3333333333333,0,2,0,0,0.587857362778487
Msex2.15311,scaffold11596,0,A,303.333333333333,80.6666666666666,1,4,0,0,0.643364057385296
Msex2.15312,scaffold11623,4,A,241,65,1,2,0,0,0.57836878770193
Msex2.15313,scaffold11638,0,A,128,28,0,0,0,0,0.622129709052618
Msex2.15314,scaffold11655,0,A,367.333333333333,100.666666666667,7,9,0,0,0.610425583178549
Msex2.15315,scaffold11738,0,A,246,63,1,1,0,1,0.489321735825183
Msex2.15316,scaffold11713,0,A,165,45,2,9,0,0,0.050140270425194
Msex2.15317,scaffold11688,4,A,392.333333333333,120.666666666667,3,1,0,0,0.608210877906737
Msex2.15318,scaffold11710,0,A,277.333333333333,73.6666666666666,9,2,1,0,0.663776630590937
Msex2.15319,scaffold11735,22,A,139,35,1,4,0,0,0.426800321609617
Msex2.15320,scaffold11734,0,A,653.333333333333,249.666666666667,5,10,0,0,0.546279768505419
Msex2.15321,scaffold11741,0,A,973.333333333333,274.666666666667,7,34,0,3,0.618137403220816
Msex2.15322,scaffold11789,0,A,303.666666666667,89.3333333333333,3,9,0,1,4.96022646598423e-05
Msex2.15323,scaffold11821,0,A,254.666666666667,72.3333333333333,4,5,0,0,0.584295526372087
Msex2.15324,scaffold11913,24,A,600.666666666667,179.333333333333,14,4,0,0,0.652209734426611
Msex2.15325,scaffold11911,0,A,234.333333333333,62.6666666666666,4,2,0,0,0.544125964731475
Msex2.15326,scaffold11938,0,A,284.333333333333,96.6666666666666,6,5,0,0,0.984612472260825
Msex2.15327,scaffold11968,0,A,518.333333333333,141.666666666667,8,6,0,0,0.821392814296123
Msex2.15328,scaffold12011,0,A,137.333333333333,36.6666666666667,0,1,0,0,2.3783073848172e-05
Msex2.15329,scaffold12006,24,A,202,68,0,1,0,0,0.593520459480625
Msex2.15330,scaffold12025,0,A,200.666666666667,51.3333333333333,3,6,0,2,0.546817251811997
Msex2.15331,scaffold12096,0,A,281,82,0,1,0,0,0.624726327553962
Msex2.15332,scaffold12084,0,A,238.666666666667,70.3333333333333,0,0,0,0,0.856802783900508
Msex2.15333,scaffold12106,0,A,302.666666666667,99.3333333333333,3,4,0,0,0.683451003565198
Msex2.15334,scaffold12249,0,A,251,82,0,13,0,0,0.59420785094323
Msex2.15335,scaffold12252,0,A,302,82,2,1,0,0,1
Msex2.15336,scaffold12363,0,A,372.666666666667,89.3333333333333,10,5,0,1,0.311413654391751
Msex2.15337,scaffold12310,13,A,812.333333333333,264.666666666667,1,10,0,0,0.705250688841181
Msex2.15338,scaffold12357,0,A,214.333333333333,58.6666666666667,2,2,0,0,0.00652147294488897
Msex2.15339,scaffold12361,0,A,382,92,0,0,0,0,0.23273751500045
Msex2.15340,scaffold12390,0,A,352.333333333333,118.666666666667,1,0,0,0,0.000166434318569738
Msex2.15341,scaffold12464,0,A,163.666666666667,43.3333333333333,0,0,0,0,0.902181381952824
Msex2.15342,scaffold12474,0,A,693.333333333333,224.666666666667,5,21,0,1,0.475297719371375
Msex2.15343,scaffold12498,0,A,500,121,0,0,0,0,0.658608762153131
Msex2.15344,scaffold12500,0,A,331.666666666667,91.3333333333333,0,0,0,0,0.428722775087202
Msex2.15345,scaffold12483,0,A,195.333333333333,53.6666666666667,0,1,0,0,0.0812787736533575
Msex2.15346,scaffold12559,0,A,132.333333333333,50.6666666666667,0,0,0,0,0
Msex2.15347,scaffold12592,15,A,59.6666666666667,18.3333333333333,0,1,0,0,0.196055452874665
Msex2.15348,scaffold12603,0,A,185,49,5,2,1,0,0.570109539848187
Msex2.15349,scaffold12615,0,A,506.666666666667,153.333333333333,0,0,0,0,0.394653597938205
Msex2.15350,scaffold12636,0,A,453.666666666667,134.333333333333,1,10,0,0,0.938912231357146
Msex2.15351,scaffold12688,0,A,320.333333333333,96.6666666666666,0,0,0,0,0.555002721253348
Msex2.15352,scaffold12677,0,A,259,68,5,3,0,0,0.548279977455998
Msex2.15353,scaffold12749,24,A,167.333333333333,54.6666666666667,1,1,0,0,0.534853552799391
Msex2.15354,scaffold12784,0,A,171.666666666667,44.3333333333333,5,1,0,0,0.711316413348725
Msex2.15355,scaffold12819,0,A,249.666666666667,83.3333333333333,4,8,0,0,0.00514730215622231
Msex2.15356,scaffold12921,26,A,330,87,2,3,0,0,0.589587291334363
Msex2.15357,scaffold12933,15,A,501.666666666667,128.333333333333,11,13,0,1,0.698671533004284
Msex2.15358,scaffold12936,0,A,364.333333333333,91.6666666666666,0,0,0,0,0.707991421498181
Msex2.15359,scaffold12948,0,A,604,194,3,13,1,1,0.697874720903232
Msex2.15360,scaffold13047,0,A,198.666666666667,59.3333333333333,8,6,0,0,0.357956067670203
Msex2.15361,scaffold12956,0,A,4.66666666666667,1.33333333333333,1,1,0,0,0.472866060269967
Msex2.15362,scaffold13142,0,A,168,54,1,1,0,0,1.21645501176982e-05
Msex2.15363,scaffold13147,0,A,225,66,8,3,1,0,0.594278448236793
Msex2.15364,scaffold13216,0,A,174.333333333333,41.6666666666667,0,0,0,0,0.52436774909092
Msex2.15365,scaffold13325,0,A,350,97,1,0,0,0,0.504917396508753
Msex2.15366,scaffold13347,0,A,184.666666666667,46.3333333333333,0,3,0,0,0.505484653808951
Msex2.15367,scaffold13346,20,A,404,115,3,11,0,1,0.633313160072023
Msex2.15368,scaffold13323,6,A,242.333333333333,63.6666666666666,0,12,0,0,0.051979060619751
Msex2.15369,scaffold13371,0,A,306.333333333333,128.666666666667,7,4,0,0,0.623623939600129
Msex2.15370,scaffold13433,0,A,192,69,3,2,1,0,0.76244308962572
Msex2.15371,scaffold13458,22,A,529.333333333333,121.666666666667,2,11,0,0,0.267410475419103
Msex2.15372,scaffold13503,0,A,556.666666666667,163.333333333333,20,34,0,0,0.510290104201103
Msex2.15373,scaffold13513,0,A,257.666666666667,72.3333333333333,4,2,0,0,0.434892775943082
Msex2.15374,scaffold13561,0,A,71,25,2,1,0,0,0.822748803204232
Msex2.15375,scaffold13593,0,A,282,120,3,7,0,0,0.580856439451738
Msex2.15376,scaffold13651,0,A,262.666666666667,91.3333333333333,0,0,0,0,0.736803652738643
Msex2.15377,scaffold13603,0,A,456.333333333333,122.666666666667,1,1,0,0,0.121759825546382
Msex2.15378,scaffold13660,0,A,258.666666666667,59.3333333333333,0,0,0,0,0.15263932535137
Msex2.15379,scaffold13690,16,A,396,102,5,6,0,0,0.581974233833982
Msex2.15380,scaffold13792,0,A,476,136,1,2,0,0,0.676876475452426
Msex2.15381,scaffold13827,0,A,486,132,0,9,0,1,0.75146235732294
Msex2.15382,scaffold13822,0,A,179,61,1,2,0,0,0.523999218631919
Msex2.15383,scaffold13836,6,A,246.666666666667,56.3333333333333,2,8,0,0,0.225028979321105
Msex2.15384,scaffold13863,6,A,157,41,2,4,0,0,0.579636679137762
Msex2.15385,scaffold13883,0,A,580.333333333333,205.666666666667,9,0,0,0,0.808185010497971
Msex2.15386,scaffold13910,0,A,164.666666666667,45.3333333333333,1,6,0,1,0.628255145305435
Msex2.15387,scaffold13950,0,A,171.666666666667,53.3333333333333,0,1,0,0,0.546866546185831
Msex2.15388,scaffold13984,0,A,150,33,0,0,0,0,0.559720807699889
Msex2.15389,scaffold13949,0,A,275.333333333333,72.6666666666666,4,10,0,0,0.438229079847828
Msex2.15390,scaffold14048,0,A,197,85,5,2,0,1,0.715454621027363
Msex2.15391,scaffold14080,24,A,351.333333333333,104.666666666667,5,3,0,0,0.536416519046193
Msex2.15392,scaffold14087,0,A,243,99,1,3,0,0,0.733144950779582
Msex2.15393,scaffold14064,0,A,183.333333333333,47.6666666666667,0,0,0,0,0.197036940268201
Msex2.15394,scaffold14213,0,A,194.666666666667,69.3333333333333,8,3,0,0,0.356469025030922
Msex2.15395,scaffold14251,0,A,184,53,0,4,0,0,0.584484065757605
Msex2.15396,scaffold14312,0,A,157.333333333333,46.6666666666667,5,0,0,0,0.380496149447415
Msex2.15397,scaffold04800,15,A,140.666666666667,36.3333333333333,0,1,0,0,0.224848322377757
Msex2.15398,scaffold14362,0,A,30.6666666666667,11.3333333333333,0,0,0,0,0.66559460523317
Msex2.15399,scaffold14425,0,A,180.666666666667,44.3333333333333,4,1,0,0,0.44722193560818
Msex2.15400,scaffold14469,0,A,228.333333333333,74.6666666666667,0,1,0,0,0.851617315273304
Msex2.15401,scaffold14498,0,A,353,103,1,2,0,0,3.60808427960065e-06
Msex2.15402,scaffold14566,0,A,204,60,0,2,0,0,0.506943955513857
Msex2.15403,scaffold14692,0,A,361,143,4,5,0,0,0.117509811873494
Msex2.15404,scaffold14675,0,A,255,93,0,0,0,0,0.350113128163928
Msex2.15405,scaffold14826,0,A,300.333333333333,98.6666666666666,2,12,0,0,0.685116775233916
Msex2.15406,scaffold14773,0,A,176,49,3,0,1,0,0.173236766991673
Msex2.15407,scaffold14738,0,A,308,67,6,3,0,0,0.614891240117529
Msex2.15408,scaffold14846,0,A,348,108,0,0,0,0,0.137931034482759
Msex2.15409,scaffold14951,0,A,239.666666666667,69.3333333333333,2,6,0,0,0.796239601401473
Msex2.15410,scaffold15029,18,A,282.666666666667,110.333333333333,2,0,0,0,0.428892130493038
Msex2.15411,scaffold15058,0,A,380.666666666667,99.3333333333333,0,7,0,0,0.594239681446072
Msex2.15412,scaffold15054,0,A,474.666666666667,119.333333333333,3,6,0,0,0.64164113732214
Msex2.15413,scaffold15108,0,A,117,42,1,2,0,0,0.755440296140948
Msex2.15414,scaffold15145,0,A,230.666666666667,78.3333333333333,0,0,0,0,0.365319610900153
Msex2.15415,scaffold15365,0,A,66.6666666666667,14.3333333333333,0,1,0,0,0.378073943147478
Msex2.15416,scaffold15288,0,A,556,158,9,4,0,1,0.247335796512871
Msex2.15417,scaffold15264,19,A,147.333333333333,41.6666666666667,0,8,0,0,0.654640905778436
Msex2.15418,scaffold15330,0,A,241,80,5,4,0,0,0.684318705964598
Msex2.15419,scaffold15363,0,A,112.666666666667,31.3333333333333,0,2,0,0,0.468452129177352
Msex2.15420,scaffold15413,0,A,215,76,0,0,0,0,0.699237248746744
Msex2.15421,scaffold15480,0,A,274.333333333333,76.6666666666666,7,4,1,0,0.376495585966155
Msex2.15422,scaffold15517,0,A,261,87,1,8,0,0,0.339489918477289
Msex2.15423,scaffold15553,0,A,169.666666666667,43.3333333333333,3,8,0,0,0.317833785404091
Msex2.15424,scaffold15565,0,A,223,68,5,1,0,1,0.636043122917735
Msex2.15425,scaffold15728,0,A,350.666666666667,105.333333333333,9,12,0,0,0.494449167011907
Msex2.15426,scaffold15733,0,A,312.333333333333,83.6666666666666,3,3,0,0,0.512301137544732
Msex2.15427,scaffold15747,0,A,14.6666666666667,3.33333333333333,0,0,0,0,NA
Msex2.15428,scaffold15817,0,A,199,65,0,0,0,0,0.541597426909604
Msex2.15429,scaffold15829,15,A,123.666666666667,29.3333333333333,0,1,0,0,0.496636339665655
Msex2.15430,scaffold15907,0,A,205.333333333333,43.6666666666666,0,1,0,0,NA
Msex2.15431,scaffold15994,0,A,180.333333333333,68.6666666666667,5,1,0,0,0.464818343099024
Msex2.15432,scaffold16044,0,A,247.666666666667,58.3333333333333,4,13,0,0,0.196655158961605
Msex2.15433,scaffold16086,0,A,348.333333333333,83.6666666666666,5,1,0,0,0.880330616056005
Msex2.15434,scaffold16084,0,A,198,57,10,5,0,0,0.7681937719907
Msex2.15435,scaffold16116,0,A,181,44,3,3,0,0,0.76858172117051
Msex2.15436,scaffold16145,0,A,178,56,0,0,0,0,0
Msex2.15437,scaffold16290,0,A,81,21,0,2,0,0,0.290005743247651
Msex2.15438,scaffold16300,0,A,443,154,0,0,0,0,0.518830337206729
Msex2.15439,scaffold16348,0,A,194,55,0,7,0,0,0.762307496467083
Msex2.15440,scaffold16385,0,A,129.666666666667,44.3333333333333,4,1,0,0,0.0165247566586078
Msex2.15441,scaffold16447,0,A,211.666666666667,58.3333333333333,1,2,0,0,0.566839923501853
Msex2.15442,scaffold16531,0,A,398.333333333333,123.666666666667,3,0,1,0,0.522781065808381
Msex2.15443,scaffold16720,26,A,256.666666666667,52.3333333333333,2,10,0,0,3.09224174826724e-06
Msex2.15444,scaffold16694,0,A,177.333333333333,59.6666666666667,3,1,0,0,0.343841742420762
Msex2.15445,scaffold16831,0,A,392,112,0,0,0,0,0.846111619396157
Msex2.15446,scaffold16850,0,A,243,72,6,4,0,0,5.29213985272556e-06
Msex2.15447,scaffold16886,0,A,163.666666666667,43.3333333333333,2,7,0,0,0.602002866393634
Msex2.15448,scaffold16969,0,A,12.6666666666667,2.33333333333333,0,0,0,0,0.00331066032347581
Msex2.15449,scaffold17062,0,A,154.333333333333,40.6666666666667,0,1,0,0,0.575968773762578
Msex2.15450,scaffold17135,0,A,355,119,6,2,0,0,0.406637661765179
Msex2.15451,scaffold17250,0,A,365.333333333333,120.666666666667,1,6,0,0,0.520509313785753
Msex2.15452,scaffold17259,0,A,271.333333333333,61.6666666666666,0,0,0,0,0.598617999192862
Msex2.15453,scaffold17439,0,A,237.333333333333,71.6666666666667,0,4,0,0,0.446764080104872
Msex2.15454,scaffold17471,0,A,124.666666666667,34.3333333333333,0,2,0,0,0.0713937454058226
Msex2.15455,scaffold17541,0,A,289,80,1,1,0,0,0.576364317837007
Msex2.15456,scaffold17673,0,A,235.666666666667,58.3333333333333,0,0,0,0,0.838264221313961
Msex2.15457,scaffold17684,0,A,0,0,0,0,0,0,1
Msex2.15458,scaffold17790,0,A,216.666666666667,77.3333333333333,2,1,0,1,0.786098921601609
Msex2.15459,scaffold17724,0,A,249.333333333333,68.6666666666666,12,8,0,0,0.375837674983771
Msex2.15460,scaffold17836,0,A,227.333333333333,78.6666666666667,1,0,1,0,0.591142459322295
Msex2.15461,scaffold17806,0,A,151.333333333333,43.6666666666667,1,0,0,0,0.801952540679298
Msex2.15462,scaffold17834,22,A,288.666666666667,74.3333333333333,1,4,0,0,0.613988866568754
Msex2.15463,scaffold17868,0,A,488.666666666667,123.333333333333,0,0,0,0,0
Msex2.15464,scaffold17929,0,A,157,47,0,1,0,0,0.806670121145918
Msex2.15465,scaffold17969,0,A,136,38,0,4,0,0,0.552469270273129
Msex2.15466,scaffold18010,0,A,392.666666666667,105.333333333333,2,4,0,0,0.686799531396882
Msex2.15467,scaffold18085,0,A,360,93,5,2,0,0,0.301337780550865
Msex2.15468,scaffold18097,0,A,177.666666666667,62.3333333333333,6,1,0,0,0.481537023348218
Msex2.15469,scaffold18120,0,A,229.333333333333,67.6666666666666,0,12,0,0,0.78037636637213
Msex2.15470,scaffold18317,0,A,300.333333333333,98.6666666666667,0,0,0,0,NA
Msex2.15471,scaffold18406,0,A,280,80,0,0,0,0,0.582772454051505
Msex2.15472,scaffold18554,0,A,176,52,0,0,0,0,0.635766378345653
Msex2.15473,scaffold18683,0,A,67,17,1,0,0,0,0.680585321179357
Msex2.15474,scaffold18707,0,A,222.333333333333,65.6666666666666,0,0,0,0,0.644531537654296
Msex2.15475,scaffold18745,0,A,162,57,0,5,0,0,0.522562806615364
Msex2.15476,scaffold18855,0,A,402.666666666667,116.333333333333,0,0,0,0,0.844396221889741
Msex2.15477,scaffold18844,0,A,253.333333333333,97.6666666666667,3,7,0,0,0.697576215594271
Msex2.15478,scaffold18894,0,A,0,0,0,0,0,0,0
Msex2.15479,scaffold18876,0,A,346,134,1,2,0,0,0.296438156921059
Msex2.15480,scaffold18965,0,A,219.666666666667,62.3333333333333,1,4,0,0,0.00359690151518927
Msex2.15481,scaffold19305,0,A,52.3333333333333,13.6666666666667,3,0,0,0,0.453012786157262
Msex2.15482,scaffold19360,0,A,419,124,5,8,0,0,0.257583436296907
Msex2.15483,scaffold19435,0,A,160.666666666667,49.3333333333333,1,1,0,0,0.54414025834188
Msex2.15484,scaffold19415,0,A,244.333333333333,88.6666666666667,0,6,0,0,0.678606316660676
Msex2.15485,scaffold19445,0,A,172.666666666667,55.3333333333333,1,8,0,0,0.561869463494691
Msex2.15486,scaffold19572,0,A,174.333333333333,71.6666666666667,0,1,0,0,0.597046907258502
Msex2.15487,scaffold19791,0,A,50.3333333333333,12.6666666666667,1,0,0,0,0.430127166855732
Msex2.15488,scaffold19773,0,A,184.333333333333,58.6666666666667,0,0,0,0,1
Msex2.15489,scaffold20406,0,A,205,62,0,13,0,0,0.545367079470342
Msex2.15490,scaffold20449,0,A,267.666666666667,74.3333333333333,0,4,0,1,0.463524200081131
Msex2.15491,scaffold20512,0,A,197.333333333333,66.6666666666667,0,1,0,0,0.651817888292686
Msex2.15492,scaffold20588,0,A,236.666666666667,72.3333333333333,0,0,0,0,0.484765374608914
Msex2.15493,scaffold20668,0,A,144.333333333333,32.6666666666667,0,5,0,0,0.822859328994093
Msex2.15494,scaffold20782,0,A,57.6666666666667,17.3333333333333,0,0,0,0,0.874220374220374
Msex2.15495,scaffold00025,7,A,1206.66666666667,332.333333333333,0,0,18,26,0.00544985408693438
Msex2.15496,scaffold00025,7,A,0,0,2,0,17,20,0.00918521843592991
Msex2.15496-RA:1136411-1140,0,0,A,1209.33333333333,329.666666666667,0,0,0,0,NA
Msex2.15497,scaffold00311,7,A,0,0,3,1,11,2,1.20463864402543e-06
Msex2.15497-RA:104731-123,0,0,A,1225.33333333333,340.666666666667,0,0,0,0,NA
Msex2.15498,scaffold00641,0,A,870.666666666667,230.333333333333,21,11,3,3,0.988913222009307
Msex2.15499,scaffold00004,23,A,458.666666666667,135.333333333333,7,18,0,13,0.999868585749268
Msex2.15500,scaffold00006,4,A,2815.66666666667,793.333333333333,16,18,0,0,0.667421455485158
Msex2.15501,scaffold00008,9,A,92.6666666666667,27.3333333333333,30,11,23,12,0.971382201785231
Msex2.15502,scaffold00011,5,A,1970.33333333333,570.666666666667,10,6,10,0,0.000185343830240182
Msex2.15503,scaffold00015,18,A,1201.33333333333,370.666666666667,6,7,5,9,0.78623896151131
Msex2.15504,scaffold00023,3,A,1691.66666666667,420.333333333333,27,15,14,23,0.687956279696432
Msex2.15505,scaffold00032,2,A,655.666666666667,163.333333333333,5,11,4,8,0.998961804037409
Msex2.15506,scaffold00035,11,A,1283.33333333333,327.666666666667,10,16,15,24,4.18471591732401e-06
Msex2.15507,scaffold00038,3,A,705,201,2,2,3,4,0.7399229557805
Msex2.15508,scaffold00044,7,A,512.666666666667,141.333333333333,17,16,3,3,0.619417284289955
Msex2.15509,scaffold00044,7,A,1043.33333333333,282.666666666667,19,16,4,4,0.315245456106077
Msex2.15510,scaffold00047,9,A,658.333333333333,205.666666666667,0,0,0,0,0.941176470588235
Msex2.15511,scaffold00054,22,A,543.666666666667,125.333333333333,0,0,0,0,0.125779625779626
Msex2.15512,scaffold00064,2,A,301,119,0,0,0,8,0.999993496679686
Msex2.15513,scaffold00067,3,A,485.666666666667,129.333333333333,0,0,0,0,0.467085399095696
Msex2.15514,scaffold00067,3,A,478.333333333333,127.666666666667,6,7,4,2,NA
Msex2.15515,scaffold00067,3,A,2460,639,11,10,3,1,0.367911495715224
Msex2.15516,scaffold00089,26,A,1943.33333333333,510.666666666666,13,12,6,8,0.423170008404706
Msex2.15517,scaffold00096,10,A,1242.66666666667,359.333333333333,13,15,2,7,0.618044310235471
Msex2.15518,scaffold00101,15,A,2624,709,8,11,10,8,0.652284429630226
Msex2.15519,scaffold00101,15,A,143.666666666667,39.3333333333333,0,1,0,0,NA
Msex2.15520,scaffold00125,6,A,1958.66666666667,567.333333333333,10,8,2,5,0.384157291609678
Msex2.15521,scaffold00175,23,A,612.666666666667,167.333333333333,0,7,1,3,0.684943765513921
Msex2.15522,scaffold00213,25,A,275.666666666667,81.3333333333333,1,1,1,3,0.406381341389126
Msex2.15523,scaffold00254,23,A,285.333333333333,92.6666666666666,0,0,0,0,0.999521755620899
Msex2.15524,scaffold00276,25,A,1342.33333333333,346.666666666667,6,1,2,0,8.1986381186178e-05
Msex2.15525,scaffold00279,20,A,246.666666666667,83.3333333333333,0,0,2,1,0.248965517241379
Msex2.15526,scaffold00283,22,A,4940.66666666667,1329.33333333333,11,5,19,10,0.00421246626735997
Msex2.15527,scaffold00296,5,A,603.666666666667,191.333333333333,0,0,0,0,0.0113493064312736
Msex2.15528,scaffold00296,5,A,599.333333333333,189.666666666667,0,0,5,2,0.422587926610461
Msex2.15529,scaffold00311,7,A,1239.33333333333,323.666666666667,4,0,2,2,0.588904774341651
Msex2.15530,scaffold00320,9,A,894,240,9,3,5,0,0.464052045557649
Msex2.15531,scaffold00370,5,A,1093,332,0,0,2,2,0.0713443234495433
